date,location,tourist_count,latitude,longitude,type,capacity,density
2025-05-26,Goa Beach,6259,15.2993,73.9512,coastal,50000,12.5
2025-05-26,Taj Mahal,4720,27.1751,78.0421,heritage,40000,11.8
2025-05-26,Jaipur Fort,4477,26.9855,75.8513,heritage,35000,12.8
2025-05-26,Kerala Backwaters,2843,9.4981,76.3388,eco,25000,11.4
2025-05-26,Hampi Ruins,4587,15.335,76.46,heritage,20000,22.9
2025-05-26,Udaipur Lakes,5041,24.5854,73.7125,heritage,30000,16.8
2025-05-26,Rishikesh,4306,30.0869,78.2676,spiritual,28000,15.4
2025-05-26,Munnar Hills,2778,10.0889,77.0595,eco,22000,12.6
2025-05-27,Goa Beach,6590,15.2993,73.9512,coastal,50000,13.2
2025-05-27,Taj Mahal,4255,27.1751,78.0421,heritage,40000,10.6
2025-05-27,Jaipur Fort,4024,26.9855,75.8513,heritage,35000,11.5
2025-05-27,Kerala Backwaters,2263,9.4981,76.3388,eco,25000,9.1
2025-05-27,Hampi Ruins,4845,15.335,76.46,heritage,20000,24.2
2025-05-27,Udaipur Lakes,4107,24.5854,73.7125,heritage,30000,13.7
2025-05-27,Rishikesh,4180,30.0869,78.2676,spiritual,28000,14.9
2025-05-27,Munnar Hills,2347,10.0889,77.0595,eco,22000,10.7
2025-05-28,Goa Beach,6092,15.2993,73.9512,coastal,50000,12.2
2025-05-28,Taj Mahal,5077,27.1751,78.0421,heritage,40000,12.7
2025-05-28,Jaipur Fort,4574,26.9855,75.8513,heritage,35000,13.1
2025-05-28,Kerala Backwaters,2753,9.4981,76.3388,eco,25000,11.0
2025-05-28,Hampi Ruins,4403,15.335,76.46,heritage,20000,22.0
2025-05-28,Udaipur Lakes,4357,24.5854,73.7125,heritage,30000,14.5
2025-05-28,Rishikesh,4169,30.0869,78.2676,spiritual,28000,14.9
2025-05-28,Munnar Hills,2736,10.0889,77.0595,eco,22000,12.4
2025-05-29,Goa Beach,6455,15.2993,73.9512,coastal,50000,12.9
2025-05-29,Taj Mahal,5202,27.1751,78.0421,heritage,40000,13.0
2025-05-29,Jaipur Fort,5033,26.9855,75.8513,heritage,35000,14.4
2025-05-29,Kerala Backwaters,2740,9.4981,76.3388,eco,25000,11.0
2025-05-29,Hampi Ruins,4944,15.335,76.46,heritage,20000,24.7
2025-05-29,Udaipur Lakes,4596,24.5854,73.7125,heritage,30000,15.3
2025-05-29,Rishikesh,3445,30.0869,78.2676,spiritual,28000,12.3
2025-05-29,Munnar Hills,2693,10.0889,77.0595,eco,22000,12.2
2025-05-30,Goa Beach,7251,15.2993,73.9512,coastal,50000,14.5
2025-05-30,Taj Mahal,4415,27.1751,78.0421,heritage,40000,11.0
2025-05-30,Jaipur Fort,5075,26.9855,75.8513,heritage,35000,14.5
2025-05-30,Kerala Backwaters,2898,9.4981,76.3388,eco,25000,11.6
2025-05-30,Hampi Ruins,4634,15.335,76.46,heritage,20000,23.2
2025-05-30,Udaipur Lakes,4684,24.5854,73.7125,heritage,30000,15.6
2025-05-30,Rishikesh,3408,30.0869,78.2676,spiritual,28000,12.2
2025-05-30,Munnar Hills,2627,10.0889,77.0595,eco,22000,11.9
2025-05-31,Goa Beach,8826,15.2993,73.9512,coastal,50000,17.7
2025-05-31,Taj Mahal,7017,27.1751,78.0421,heritage,40000,17.5
2025-05-31,Jaipur Fort,6936,26.9855,75.8513,heritage,35000,19.8
2025-05-31,Kerala Backwaters,3256,9.4981,76.3388,eco,25000,13.0
2025-05-31,Hampi Ruins,6811,15.335,76.46,heritage,20000,34.1
2025-05-31,Udaipur Lakes,5829,24.5854,73.7125,heritage,30000,19.4
2025-05-31,Rishikesh,4765,30.0869,78.2676,spiritual,28000,17.0
2025-05-31,Munnar Hills,3161,10.0889,77.0595,eco,22000,14.4
2025-06-01,Goa Beach,4326,15.2993,73.9512,coastal,50000,8.7
2025-06-01,Taj Mahal,2981,27.1751,78.0421,heritage,40000,7.5
2025-06-01,Jaipur Fort,2646,26.9855,75.8513,heritage,35000,7.6
2025-06-01,Kerala Backwaters,1644,9.4981,76.3388,eco,25000,6.6
2025-06-01,Hampi Ruins,3126,15.335,76.46,heritage,20000,15.6
2025-06-01,Udaipur Lakes,2577,24.5854,73.7125,heritage,30000,8.6
2025-06-01,Rishikesh,2259,30.0869,78.2676,spiritual,28000,8.1
2025-06-01,Munnar Hills,1748,10.0889,77.0595,eco,22000,7.9
2025-06-02,Goa Beach,3216,15.2993,73.9512,coastal,50000,6.4
2025-06-02,Taj Mahal,2367,27.1751,78.0421,heritage,40000,5.9
2025-06-02,Jaipur Fort,2129,26.9855,75.8513,heritage,35000,6.1
2025-06-02,Kerala Backwaters,1340,9.4981,76.3388,eco,25000,5.4
2025-06-02,Hampi Ruins,1795,15.335,76.46,heritage,20000,9.0
2025-06-02,Udaipur Lakes,2203,24.5854,73.7125,heritage,30000,7.3
2025-06-02,Rishikesh,1867,30.0869,78.2676,spiritual,28000,6.7
2025-06-02,Munnar Hills,1358,10.0889,77.0595,eco,22000,6.2
2025-06-03,Goa Beach,3144,15.2993,73.9512,coastal,50000,6.3
2025-06-03,Taj Mahal,2294,27.1751,78.0421,heritage,40000,5.7
2025-06-03,Jaipur Fort,1870,26.9855,75.8513,heritage,35000,5.3
2025-06-03,Kerala Backwaters,1130,9.4981,76.3388,eco,25000,4.5
2025-06-03,Hampi Ruins,2299,15.335,76.46,heritage,20000,11.5
2025-06-03,Udaipur Lakes,1849,24.5854,73.7125,heritage,30000,6.2
2025-06-03,Rishikesh,1870,30.0869,78.2676,spiritual,28000,6.7
2025-06-03,Munnar Hills,1046,10.0889,77.0595,eco,22000,4.8
2025-06-04,Goa Beach,2965,15.2993,73.9512,coastal,50000,5.9
2025-06-04,Taj Mahal,2338,27.1751,78.0421,heritage,40000,5.8
2025-06-04,Jaipur Fort,1804,26.9855,75.8513,heritage,35000,5.2
2025-06-04,Kerala Backwaters,1266,9.4981,76.3388,eco,25000,5.1
2025-06-04,Hampi Ruins,1813,15.335,76.46,heritage,20000,9.1
2025-06-04,Udaipur Lakes,1846,24.5854,73.7125,heritage,30000,6.2
2025-06-04,Rishikesh,1959,30.0869,78.2676,spiritual,28000,7.0
2025-06-04,Munnar Hills,1093,10.0889,77.0595,eco,22000,5.0
2025-06-05,Goa Beach,3024,15.2993,73.9512,coastal,50000,6.0
2025-06-05,Taj Mahal,2383,27.1751,78.0421,heritage,40000,6.0
2025-06-05,Jaipur Fort,1964,26.9855,75.8513,heritage,35000,5.6
2025-06-05,Kerala Backwaters,1156,9.4981,76.3388,eco,25000,4.6
2025-06-05,Hampi Ruins,1933,15.335,76.46,heritage,20000,9.7
2025-06-05,Udaipur Lakes,2004,24.5854,73.7125,heritage,30000,6.7
2025-06-05,Rishikesh,2046,30.0869,78.2676,spiritual,28000,7.3
2025-06-05,Munnar Hills,1288,10.0889,77.0595,eco,22000,5.9
2025-06-06,Goa Beach,2787,15.2993,73.9512,coastal,50000,5.6
2025-06-06,Taj Mahal,1915,27.1751,78.0421,heritage,40000,4.8
2025-06-06,Jaipur Fort,1917,26.9855,75.8513,heritage,35000,5.5
2025-06-06,Kerala Backwaters,1024,9.4981,76.3388,eco,25000,4.1
2025-06-06,Hampi Ruins,2338,15.335,76.46,heritage,20000,11.7
2025-06-06,Udaipur Lakes,1951,24.5854,73.7125,heritage,30000,6.5
2025-06-06,Rishikesh,1885,30.0869,78.2676,spiritual,28000,6.7
2025-06-06,Munnar Hills,1376,10.0889,77.0595,eco,22000,6.3
2025-06-07,Goa Beach,3687,15.2993,73.9512,coastal,50000,7.4
2025-06-07,Taj Mahal,2669,27.1751,78.0421,heritage,40000,6.7
2025-06-07,Jaipur Fort,2845,26.9855,75.8513,heritage,35000,8.1
2025-06-07,Kerala Backwaters,1603,9.4981,76.3388,eco,25000,6.4
2025-06-07,Hampi Ruins,3357,15.335,76.46,heritage,20000,16.8
2025-06-07,Udaipur Lakes,2843,24.5854,73.7125,heritage,30000,9.5
2025-06-07,Rishikesh,2516,30.0869,78.2676,spiritual,28000,9.0
2025-06-07,Munnar Hills,1451,10.0889,77.0595,eco,22000,6.6
2025-06-08,Goa Beach,3752,15.2993,73.9512,coastal,50000,7.5
2025-06-08,Taj Mahal,2521,27.1751,78.0421,heritage,40000,6.3
2025-06-08,Jaipur Fort,2565,26.9855,75.8513,heritage,35000,7.3
2025-06-08,Kerala Backwaters,1509,9.4981,76.3388,eco,25000,6.0
2025-06-08,Hampi Ruins,2648,15.335,76.46,heritage,20000,13.2
2025-06-08,Udaipur Lakes,2693,24.5854,73.7125,heritage,30000,9.0
2025-06-08,Rishikesh,2221,30.0869,78.2676,spiritual,28000,7.9
2025-06-08,Munnar Hills,1718,10.0889,77.0595,eco,22000,7.8
2025-06-09,Goa Beach,3327,15.2993,73.9512,coastal,50000,6.7
2025-06-09,Taj Mahal,2162,27.1751,78.0421,heritage,40000,5.4
2025-06-09,Jaipur Fort,2275,26.9855,75.8513,heritage,35000,6.5
2025-06-09,Kerala Backwaters,1291,9.4981,76.3388,eco,25000,5.2
2025-06-09,Hampi Ruins,2126,15.335,76.46,heritage,20000,10.6
2025-06-09,Udaipur Lakes,1890,24.5854,73.7125,heritage,30000,6.3
2025-06-09,Rishikesh,1764,30.0869,78.2676,spiritual,28000,6.3
2025-06-09,Munnar Hills,1067,10.0889,77.0595,eco,22000,4.9
2025-06-10,Goa Beach,2656,15.2993,73.9512,coastal,50000,5.3
2025-06-10,Taj Mahal,2326,27.1751,78.0421,heritage,40000,5.8
2025-06-10,Jaipur Fort,2400,26.9855,75.8513,heritage,35000,6.9
2025-06-10,Kerala Backwaters,1048,9.4981,76.3388,eco,25000,4.2
2025-06-10,Hampi Ruins,2112,15.335,76.46,heritage,20000,10.6
2025-06-10,Udaipur Lakes,1871,24.5854,73.7125,heritage,30000,6.2
2025-06-10,Rishikesh,1797,30.0869,78.2676,spiritual,28000,6.4
2025-06-10,Munnar Hills,1327,10.0889,77.0595,eco,22000,6.0
2025-06-11,Goa Beach,3224,15.2993,73.9512,coastal,50000,6.4
2025-06-11,Taj Mahal,2133,27.1751,78.0421,heritage,40000,5.3
2025-06-11,Jaipur Fort,2291,26.9855,75.8513,heritage,35000,6.5
2025-06-11,Kerala Backwaters,1020,9.4981,76.3388,eco,25000,4.1
2025-06-11,Hampi Ruins,2243,15.335,76.46,heritage,20000,11.2
2025-06-11,Udaipur Lakes,2345,24.5854,73.7125,heritage,30000,7.8
2025-06-11,Rishikesh,1974,30.0869,78.2676,spiritual,28000,7.0
2025-06-11,Munnar Hills,1231,10.0889,77.0595,eco,22000,5.6
2025-06-12,Goa Beach,3408,15.2993,73.9512,coastal,50000,6.8
2025-06-12,Taj Mahal,2287,27.1751,78.0421,heritage,40000,5.7
2025-06-12,Jaipur Fort,2078,26.9855,75.8513,heritage,35000,5.9
2025-06-12,Kerala Backwaters,1138,9.4981,76.3388,eco,25000,4.6
2025-06-12,Hampi Ruins,2133,15.335,76.46,heritage,20000,10.7
2025-06-12,Udaipur Lakes,1914,24.5854,73.7125,heritage,30000,6.4
2025-06-12,Rishikesh,1633,30.0869,78.2676,spiritual,28000,5.8
2025-06-12,Munnar Hills,1168,10.0889,77.0595,eco,22000,5.3
2025-06-13,Goa Beach,2714,15.2993,73.9512,coastal,50000,5.4
2025-06-13,Taj Mahal,2285,27.1751,78.0421,heritage,40000,5.7
2025-06-13,Jaipur Fort,2097,26.9855,75.8513,heritage,35000,6.0
2025-06-13,Kerala Backwaters,1089,9.4981,76.3388,eco,25000,4.4
2025-06-13,Hampi Ruins,2263,15.335,76.46,heritage,20000,11.3
2025-06-13,Udaipur Lakes,1895,24.5854,73.7125,heritage,30000,6.3
2025-06-13,Rishikesh,1951,30.0869,78.2676,spiritual,28000,7.0
2025-06-13,Munnar Hills,1305,10.0889,77.0595,eco,22000,5.9
2025-06-14,Goa Beach,4559,15.2993,73.9512,coastal,50000,9.1
2025-06-14,Taj Mahal,2616,27.1751,78.0421,heritage,40000,6.5
2025-06-14,Jaipur Fort,3374,26.9855,75.8513,heritage,35000,9.6
2025-06-14,Kerala Backwaters,1436,9.4981,76.3388,eco,25000,5.7
2025-06-14,Hampi Ruins,3193,15.335,76.46,heritage,20000,16.0
2025-06-14,Udaipur Lakes,2545,24.5854,73.7125,heritage,30000,8.5
2025-06-14,Rishikesh,2750,30.0869,78.2676,spiritual,28000,9.8
2025-06-14,Munnar Hills,1716,10.0889,77.0595,eco,22000,7.8
2025-06-15,Goa Beach,3982,15.2993,73.9512,coastal,50000,8.0
2025-06-15,Taj Mahal,2830,27.1751,78.0421,heritage,40000,7.1
2025-06-15,Jaipur Fort,2953,26.9855,75.8513,heritage,35000,8.4
2025-06-15,Kerala Backwaters,1889,9.4981,76.3388,eco,25000,7.6
2025-06-15,Hampi Ruins,2827,15.335,76.46,heritage,20000,14.1
2025-06-15,Udaipur Lakes,3229,24.5854,73.7125,heritage,30000,10.8
2025-06-15,Rishikesh,2170,30.0869,78.2676,spiritual,28000,7.8
2025-06-15,Munnar Hills,1712,10.0889,77.0595,eco,22000,7.8
2025-06-16,Goa Beach,2773,15.2993,73.9512,coastal,50000,5.5
2025-06-16,Taj Mahal,2007,27.1751,78.0421,heritage,40000,5.0
2025-06-16,Jaipur Fort,2392,26.9855,75.8513,heritage,35000,6.8
2025-06-16,Kerala Backwaters,1298,9.4981,76.3388,eco,25000,5.2
2025-06-16,Hampi Ruins,1989,15.335,76.46,heritage,20000,9.9
2025-06-16,Udaipur Lakes,1893,24.5854,73.7125,heritage,30000,6.3
2025-06-16,Rishikesh,1864,30.0869,78.2676,spiritual,28000,6.7
2025-06-16,Munnar Hills,1196,10.0889,77.0595,eco,22000,5.4
2025-06-17,Goa Beach,2833,15.2993,73.9512,coastal,50000,5.7
2025-06-17,Taj Mahal,2163,27.1751,78.0421,heritage,40000,5.4
2025-06-17,Jaipur Fort,1894,26.9855,75.8513,heritage,35000,5.4
2025-06-17,Kerala Backwaters,1161,9.4981,76.3388,eco,25000,4.6
2025-06-17,Hampi Ruins,1892,15.335,76.46,heritage,20000,9.5
2025-06-17,Udaipur Lakes,1965,24.5854,73.7125,heritage,30000,6.6
2025-06-17,Rishikesh,1626,30.0869,78.2676,spiritual,28000,5.8
2025-06-17,Munnar Hills,1039,10.0889,77.0595,eco,22000,4.7
2025-06-18,Goa Beach,3233,15.2993,73.9512,coastal,50000,6.5
2025-06-18,Taj Mahal,1939,27.1751,78.0421,heritage,40000,4.8
2025-06-18,Jaipur Fort,2180,26.9855,75.8513,heritage,35000,6.2
2025-06-18,Kerala Backwaters,1367,9.4981,76.3388,eco,25000,5.5
2025-06-18,Hampi Ruins,2191,15.335,76.46,heritage,20000,11.0
2025-06-18,Udaipur Lakes,2110,24.5854,73.7125,heritage,30000,7.0
2025-06-18,Rishikesh,1792,30.0869,78.2676,spiritual,28000,6.4
2025-06-18,Munnar Hills,1149,10.0889,77.0595,eco,22000,5.2
2025-06-19,Goa Beach,2867,15.2993,73.9512,coastal,50000,5.7
2025-06-19,Taj Mahal,1864,27.1751,78.0421,heritage,40000,4.7
2025-06-19,Jaipur Fort,2099,26.9855,75.8513,heritage,35000,6.0
2025-06-19,Kerala Backwaters,1055,9.4981,76.3388,eco,25000,4.2
2025-06-19,Hampi Ruins,2127,15.335,76.46,heritage,20000,10.6
2025-06-19,Udaipur Lakes,2037,24.5854,73.7125,heritage,30000,6.8
2025-06-19,Rishikesh,1693,30.0869,78.2676,spiritual,28000,6.0
2025-06-19,Munnar Hills,1094,10.0889,77.0595,eco,22000,5.0
2025-06-20,Goa Beach,2633,15.2993,73.9512,coastal,50000,5.3
2025-06-20,Taj Mahal,1929,27.1751,78.0421,heritage,40000,4.8
2025-06-20,Jaipur Fort,2087,26.9855,75.8513,heritage,35000,6.0
2025-06-20,Kerala Backwaters,1286,9.4981,76.3388,eco,25000,5.1
2025-06-20,Hampi Ruins,2394,15.335,76.46,heritage,20000,12.0
2025-06-20,Udaipur Lakes,1832,24.5854,73.7125,heritage,30000,6.1
2025-06-20,Rishikesh,1786,30.0869,78.2676,spiritual,28000,6.4
2025-06-20,Munnar Hills,1244,10.0889,77.0595,eco,22000,5.7
2025-06-21,Goa Beach,3756,15.2993,73.9512,coastal,50000,7.5
2025-06-21,Taj Mahal,2732,27.1751,78.0421,heritage,40000,6.8
2025-06-21,Jaipur Fort,3176,26.9855,75.8513,heritage,35000,9.1
2025-06-21,Kerala Backwaters,1764,9.4981,76.3388,eco,25000,7.1
2025-06-21,Hampi Ruins,2617,15.335,76.46,heritage,20000,13.1
2025-06-21,Udaipur Lakes,3153,24.5854,73.7125,heritage,30000,10.5
2025-06-21,Rishikesh,2520,30.0869,78.2676,spiritual,28000,9.0
2025-06-21,Munnar Hills,1583,10.0889,77.0595,eco,22000,7.2
2025-06-22,Goa Beach,4775,15.2993,73.9512,coastal,50000,9.6
2025-06-22,Taj Mahal,3283,27.1751,78.0421,heritage,40000,8.2
2025-06-22,Jaipur Fort,3289,26.9855,75.8513,heritage,35000,9.4
2025-06-22,Kerala Backwaters,1566,9.4981,76.3388,eco,25000,6.3
2025-06-22,Hampi Ruins,2907,15.335,76.46,heritage,20000,14.5
2025-06-22,Udaipur Lakes,3088,24.5854,73.7125,heritage,30000,10.3
2025-06-22,Rishikesh,2218,30.0869,78.2676,spiritual,28000,7.9
2025-06-22,Munnar Hills,1731,10.0889,77.0595,eco,22000,7.9
2025-06-23,Goa Beach,3112,15.2993,73.9512,coastal,50000,6.2
2025-06-23,Taj Mahal,2282,27.1751,78.0421,heritage,40000,5.7
2025-06-23,Jaipur Fort,2306,26.9855,75.8513,heritage,35000,6.6
2025-06-23,Kerala Backwaters,1252,9.4981,76.3388,eco,25000,5.0
2025-06-23,Hampi Ruins,2069,15.335,76.46,heritage,20000,10.3
2025-06-23,Udaipur Lakes,2036,24.5854,73.7125,heritage,30000,6.8
2025-06-23,Rishikesh,1718,30.0869,78.2676,spiritual,28000,6.1
2025-06-23,Munnar Hills,1095,10.0889,77.0595,eco,22000,5.0
2025-06-24,Goa Beach,3128,15.2993,73.9512,coastal,50000,6.3
2025-06-24,Taj Mahal,1897,27.1751,78.0421,heritage,40000,4.7
2025-06-24,Jaipur Fort,2105,26.9855,75.8513,heritage,35000,6.0
2025-06-24,Kerala Backwaters,1170,9.4981,76.3388,eco,25000,4.7
2025-06-24,Hampi Ruins,2015,15.335,76.46,heritage,20000,10.1
2025-06-24,Udaipur Lakes,1992,24.5854,73.7125,heritage,30000,6.6
2025-06-24,Rishikesh,1975,30.0869,78.2676,spiritual,28000,7.1
2025-06-24,Munnar Hills,1285,10.0889,77.0595,eco,22000,5.8
2025-06-25,Goa Beach,3283,15.2993,73.9512,coastal,50000,6.6
2025-06-25,Taj Mahal,2354,27.1751,78.0421,heritage,40000,5.9
2025-06-25,Jaipur Fort,2319,26.9855,75.8513,heritage,35000,6.6
2025-06-25,Kerala Backwaters,1349,9.4981,76.3388,eco,25000,5.4
2025-06-25,Hampi Ruins,2274,15.335,76.46,heritage,20000,11.4
2025-06-25,Udaipur Lakes,2237,24.5854,73.7125,heritage,30000,7.5
2025-06-25,Rishikesh,1548,30.0869,78.2676,spiritual,28000,5.5
2025-06-25,Munnar Hills,1088,10.0889,77.0595,eco,22000,4.9
2025-06-26,Goa Beach,3419,15.2993,73.9512,coastal,50000,6.8
2025-06-26,Taj Mahal,2118,27.1751,78.0421,heritage,40000,5.3
2025-06-26,Jaipur Fort,2308,26.9855,75.8513,heritage,35000,6.6
2025-06-26,Kerala Backwaters,1317,9.4981,76.3388,eco,25000,5.3
2025-06-26,Hampi Ruins,2000,15.335,76.46,heritage,20000,10.0
2025-06-26,Udaipur Lakes,1858,24.5854,73.7125,heritage,30000,6.2
2025-06-26,Rishikesh,1921,30.0869,78.2676,spiritual,28000,6.9
2025-06-26,Munnar Hills,1120,10.0889,77.0595,eco,22000,5.1
2025-06-27,Goa Beach,3372,15.2993,73.9512,coastal,50000,6.7
2025-06-27,Taj Mahal,2110,27.1751,78.0421,heritage,40000,5.3
2025-06-27,Jaipur Fort,2085,26.9855,75.8513,heritage,35000,6.0
2025-06-27,Kerala Backwaters,1246,9.4981,76.3388,eco,25000,5.0
2025-06-27,Hampi Ruins,1836,15.335,76.46,heritage,20000,9.2
2025-06-27,Udaipur Lakes,2216,24.5854,73.7125,heritage,30000,7.4
2025-06-27,Rishikesh,1999,30.0869,78.2676,spiritual,28000,7.1
2025-06-27,Munnar Hills,1221,10.0889,77.0595,eco,22000,5.5
2025-06-28,Goa Beach,3576,15.2993,73.9512,coastal,50000,7.2
2025-06-28,Taj Mahal,3107,27.1751,78.0421,heritage,40000,7.8
2025-06-28,Jaipur Fort,3198,26.9855,75.8513,heritage,35000,9.1
2025-06-28,Kerala Backwaters,1767,9.4981,76.3388,eco,25000,7.1
2025-06-28,Hampi Ruins,2838,15.335,76.46,heritage,20000,14.2
2025-06-28,Udaipur Lakes,3124,24.5854,73.7125,heritage,30000,10.4
2025-06-28,Rishikesh,2888,30.0869,78.2676,spiritual,28000,10.3
2025-06-28,Munnar Hills,1476,10.0889,77.0595,eco,22000,6.7
2025-06-29,Goa Beach,4025,15.2993,73.9512,coastal,50000,8.1
2025-06-29,Taj Mahal,3228,27.1751,78.0421,heritage,40000,8.1
2025-06-29,Jaipur Fort,2982,26.9855,75.8513,heritage,35000,8.5
2025-06-29,Kerala Backwaters,1736,9.4981,76.3388,eco,25000,6.9
2025-06-29,Hampi Ruins,3126,15.335,76.46,heritage,20000,15.6
2025-06-29,Udaipur Lakes,2754,24.5854,73.7125,heritage,30000,9.2
2025-06-29,Rishikesh,2321,30.0869,78.2676,spiritual,28000,8.3
2025-06-29,Munnar Hills,1843,10.0889,77.0595,eco,22000,8.4
2025-06-30,Goa Beach,2898,15.2993,73.9512,coastal,50000,5.8
2025-06-30,Taj Mahal,2397,27.1751,78.0421,heritage,40000,6.0
2025-06-30,Jaipur Fort,2343,26.9855,75.8513,heritage,35000,6.7
2025-06-30,Kerala Backwaters,1373,9.4981,76.3388,eco,25000,5.5
2025-06-30,Hampi Ruins,1884,15.335,76.46,heritage,20000,9.4
2025-06-30,Udaipur Lakes,2200,24.5854,73.7125,heritage,30000,7.3
2025-06-30,Rishikesh,1540,30.0869,78.2676,spiritual,28000,5.5
2025-06-30,Munnar Hills,1166,10.0889,77.0595,eco,22000,5.3
2025-07-01,Goa Beach,2943,15.2993,73.9512,coastal,50000,5.9
2025-07-01,Taj Mahal,1996,27.1751,78.0421,heritage,40000,5.0
2025-07-01,Jaipur Fort,2185,26.9855,75.8513,heritage,35000,6.2
2025-07-01,Kerala Backwaters,1300,9.4981,76.3388,eco,25000,5.2
2025-07-01,Hampi Ruins,2240,15.335,76.46,heritage,20000,11.2
2025-07-01,Udaipur Lakes,1953,24.5854,73.7125,heritage,30000,6.5
2025-07-01,Rishikesh,1893,30.0869,78.2676,spiritual,28000,6.8
2025-07-01,Munnar Hills,1142,10.0889,77.0595,eco,22000,5.2
2025-07-02,Goa Beach,2819,15.2993,73.9512,coastal,50000,5.6
2025-07-02,Taj Mahal,2168,27.1751,78.0421,heritage,40000,5.4
2025-07-02,Jaipur Fort,2121,26.9855,75.8513,heritage,35000,6.1
2025-07-02,Kerala Backwaters,1207,9.4981,76.3388,eco,25000,4.8
2025-07-02,Hampi Ruins,2373,15.335,76.46,heritage,20000,11.9
2025-07-02,Udaipur Lakes,2381,24.5854,73.7125,heritage,30000,7.9
2025-07-02,Rishikesh,1599,30.0869,78.2676,spiritual,28000,5.7
2025-07-02,Munnar Hills,1278,10.0889,77.0595,eco,22000,5.8
2025-07-03,Goa Beach,2616,15.2993,73.9512,coastal,50000,5.2
2025-07-03,Taj Mahal,1997,27.1751,78.0421,heritage,40000,5.0
2025-07-03,Jaipur Fort,1791,26.9855,75.8513,heritage,35000,5.1
2025-07-03,Kerala Backwaters,1021,9.4981,76.3388,eco,25000,4.1
2025-07-03,Hampi Ruins,2391,15.335,76.46,heritage,20000,12.0
2025-07-03,Udaipur Lakes,2098,24.5854,73.7125,heritage,30000,7.0
2025-07-03,Rishikesh,2019,30.0869,78.2676,spiritual,28000,7.2
2025-07-03,Munnar Hills,1067,10.0889,77.0595,eco,22000,4.9
2025-07-04,Goa Beach,3304,15.2993,73.9512,coastal,50000,6.6
2025-07-04,Taj Mahal,2208,27.1751,78.0421,heritage,40000,5.5
2025-07-04,Jaipur Fort,1869,26.9855,75.8513,heritage,35000,5.3
2025-07-04,Kerala Backwaters,1282,9.4981,76.3388,eco,25000,5.1
2025-07-04,Hampi Ruins,2173,15.335,76.46,heritage,20000,10.9
2025-07-04,Udaipur Lakes,1926,24.5854,73.7125,heritage,30000,6.4
2025-07-04,Rishikesh,1653,30.0869,78.2676,spiritual,28000,5.9
2025-07-04,Munnar Hills,1356,10.0889,77.0595,eco,22000,6.2
2025-07-05,Goa Beach,4667,15.2993,73.9512,coastal,50000,9.3
2025-07-05,Taj Mahal,2726,27.1751,78.0421,heritage,40000,6.8
2025-07-05,Jaipur Fort,3319,26.9855,75.8513,heritage,35000,9.5
2025-07-05,Kerala Backwaters,1665,9.4981,76.3388,eco,25000,6.7
2025-07-05,Hampi Ruins,3322,15.335,76.46,heritage,20000,16.6
2025-07-05,Udaipur Lakes,2670,24.5854,73.7125,heritage,30000,8.9
2025-07-05,Rishikesh,2577,30.0869,78.2676,spiritual,28000,9.2
2025-07-05,Munnar Hills,1708,10.0889,77.0595,eco,22000,7.8
2025-07-06,Goa Beach,4626,15.2993,73.9512,coastal,50000,9.3
2025-07-06,Taj Mahal,3129,27.1751,78.0421,heritage,40000,7.8
2025-07-06,Jaipur Fort,3330,26.9855,75.8513,heritage,35000,9.5
2025-07-06,Kerala Backwaters,1817,9.4981,76.3388,eco,25000,7.3
2025-07-06,Hampi Ruins,2553,15.335,76.46,heritage,20000,12.8
2025-07-06,Udaipur Lakes,2944,24.5854,73.7125,heritage,30000,9.8
2025-07-06,Rishikesh,2299,30.0869,78.2676,spiritual,28000,8.2
2025-07-06,Munnar Hills,1489,10.0889,77.0595,eco,22000,6.8
2025-07-07,Goa Beach,3358,15.2993,73.9512,coastal,50000,6.7
2025-07-07,Taj Mahal,2218,27.1751,78.0421,heritage,40000,5.5
2025-07-07,Jaipur Fort,1874,26.9855,75.8513,heritage,35000,5.4
2025-07-07,Kerala Backwaters,1275,9.4981,76.3388,eco,25000,5.1
2025-07-07,Hampi Ruins,2333,15.335,76.46,heritage,20000,11.7
2025-07-07,Udaipur Lakes,2395,24.5854,73.7125,heritage,30000,8.0
2025-07-07,Rishikesh,1776,30.0869,78.2676,spiritual,28000,6.3
2025-07-07,Munnar Hills,1378,10.0889,77.0595,eco,22000,6.3
2025-07-08,Goa Beach,3118,15.2993,73.9512,coastal,50000,6.2
2025-07-08,Taj Mahal,1935,27.1751,78.0421,heritage,40000,4.8
2025-07-08,Jaipur Fort,2134,26.9855,75.8513,heritage,35000,6.1
2025-07-08,Kerala Backwaters,1139,9.4981,76.3388,eco,25000,4.6
2025-07-08,Hampi Ruins,1833,15.335,76.46,heritage,20000,9.2
2025-07-08,Udaipur Lakes,2017,24.5854,73.7125,heritage,30000,6.7
2025-07-08,Rishikesh,1912,30.0869,78.2676,spiritual,28000,6.8
2025-07-08,Munnar Hills,1219,10.0889,77.0595,eco,22000,5.5
2025-07-09,Goa Beach,3231,15.2993,73.9512,coastal,50000,6.5
2025-07-09,Taj Mahal,1891,27.1751,78.0421,heritage,40000,4.7
2025-07-09,Jaipur Fort,1805,26.9855,75.8513,heritage,35000,5.2
2025-07-09,Kerala Backwaters,1111,9.4981,76.3388,eco,25000,4.4
2025-07-09,Hampi Ruins,2007,15.335,76.46,heritage,20000,10.0
